#chr	gene_start	gene_end	strand	gene_name	promoter_start	promoter_end
chr1	17012116	17012550	-	EIF1AXP1	17012050	17013550
chr1	17013834	17046652	-	ESPNP	17046152	17047652
chr1	17066768	17299474	+	CROCC	17065768	17067268
chr1	17076728	17077459	+	CROCCP4	17075728	17077228
chr1	17081405	17096732	-	MST1L	17096232	17097732
chr1	17177752	17179624	-	RP11-108M9.1	17179124	17180624
chr1	17181902	17185779	+	RP11-108M9.2	17180902	17182402
chr1	17197440	17200587	+	U1	17196440	17197940
chr1	17215033	17216144	-	RP11-108M9.4	17215644	17217144
chr1	17215590	17216097	+	RP11-108M9.5	17214590	17216090
chr1	17230834	17231271	-	RP11-108M9.6	17230771	17232271
chr1	17300997	17307330	-	MFAP2	17306830	17308330
chr1	17305421	17331586	+	RP1-37C10.3	17304421	17305921
chr1	17312453	17338423	-	ATP13A2	17337923	17339423
chr1	17345217	17380665	-	SDHB	17380165	17381665
chr1	17393256	17445948	-	PADI2	17445448	17446948
chr1	17516278	17524112	+	RP11-380J14.1	17515278	17516778
chr1	17531621	17572500	+	PADI1	17530621	17532121
chr1	17575593	17610728	+	PADI3	17574593	17576093
chr1	17634690	17690499	+	PADI4	17633690	17635190
chr1	17698691	17728195	+	PADI6	17697691	17699191
chr1	17733256	17733878	+	RP1-20B21.4	17732256	17733756
chr1	17733256	17766220	-	RCC2	17765720	17767220
chr1	17866330	18024369	+	ARHGEF10L	17865330	17866830
chr1	18044182	18076473	+	RP11-473A10.2	18043182	18044682
chr1	18081808	18153558	+	ACTL8	18080808	18082308
chr1	18392151	18400906	+	RP11-174G17.2	18391151	18392651
chr1	18434240	18704977	+	IGSF21	18433240	18434740
chr1	18493423	18505840	-	RP11-174G17	18505340	18506840
chr1	18712323	18715008	+	RP11-422P22.1	18711323	18712823
chr1	18807424	18812478	+	KLHDC7A	18806424	18807924
chr1	18839612	18839881	+	RP1-8B22.1	18838612	18840112
chr1	18921908	18922130	+	RP1-8B22.2	18920908	18922408
chr1	18957500	19075360	+	PAX7	18956500	18958000
chr1	19166093	19186176	-	TAS1R2	19185676	19187176
chr1	19175767	19247615	-	RP13-279N23.2	19247115	19248615
chr1	19197926	19229275	-	ALDH4A1	19228775	19230275
chr1	19230775	19283180	-	IFFO2	19282680	19284180
chr1	19398604	19402005	-	RP5-1126H10.2	19401505	19403005
chr1	19401000	19536770	-	UBR4	19536270	19537770
chr1	19536995	19567198	+	RP1-43E13.2	19535995	19537495
chr1	19542158	19578046	-	EMC1	19577546	19579046
chr1	19578033	19586622	+	MRTO4	19577033	19578533
chr1	19592476	19600688	-	AKR7L	19600188	19601688
chr1	19609052	19615744	-	AKR7A3	19615244	19616744
chr1	19623574	19624397	+	RP4-657E11.10	19622574	19624074
chr1	19630459	19638640	-	AKR7A2	19638140	19639640
chr1	19638820	19655794	+	PQLC2	19637820	19639320
chr1	19665267	19812066	-	CAPZB	19811566	19813066
chr1	19918296	19923326	-	RP5-1056L3.1	19922826	19924326
chr1	19923473	19984549	+	MINOS1-NBL1	19922473	19923973
chr1	19923477	19956314	+	MINOS1	19922477	19923977
chr1	19934608	19935062	+	RPS14P3	19933608	19935108
chr1	19967048	19984945	+	NBL1	19966048	19967548
chr1	19991780	20006055	+	HTR6	19990780	19992280
chr1	20008706	20126438	-	TMCO4	20125938	20127438
chr1	20140523	20141771	-	RNF186	20141271	20142771
chr1	20140860	20145995	+	RP11-91K11.2	20139860	20141360
chr1	20209006	20239438	+	OTUD3	20208006	20209506
chr1	20246502	20250110	-	PLA2G2E	20249610	20251110
chr1	20301925	20306932	-	PLA2G2A	20306432	20307932
chr1	20354672	20417683	+	PLA2G5	20353672	20355172
chr1	20438432	20446050	-	PLA2G2D	20445550	20447050
chr1	20465819	20476879	+	PLA2G2F	20464819	20466319
chr1	20480831	20487061	+	RP3-340N1.2	20479831	20481331
chr1	20487746	20503917	-	PLA2G2C	20503417	20504917
chr1	20510735	20512979	-	RP3-340N1.5	20512479	20513979
chr1	20512578	20522541	+	UBXN10	20511578	20513078
chr1	20569588	20571148	+	RP3-340N1.6	20568588	20570088
chr1	20617412	20681387	+	VWA5B1	20616412	20617912
chr1	20620704	20649680	-	RP4-745E8.2	20649180	20650680
chr1	20687072	20757727	-	RP4-749H3.1	20757227	20758727
chr1	20738797	20739746	-	RP4-749H3.2	20739246	20740746
chr1	20808884	20812713	-	CAMK2N1	20812213	20813713
chr1	20825943	20834654	-	MUL1	20834154	20835654
chr1	20852482	20853244	+	RPS4XP4	20851482	20852982
chr1	20878932	20881512	+	FAM43B	20877932	20879432
chr1	20915441	20945401	+	CDA	20914441	20915941
chr1	20959948	20978004	+	PINK1	20958948	20960448
chr1	20969150	20978686	-	PINK1-AS	20978186	20979686
chr1	20978270	20988000	-	DDOST	20987500	20989000
chr1	20990507	21044510	-	KIF17	21044010	21045510
chr1	21019227	21020506	-	RP5-930J4.5	21020006	21021506
chr1	21046225	21059330	-	SH2D5	21058830	21060330
chr1	21059373	21060445	+	RP5-930J4.2	21058373	21059873
chr1	21069154	21113816	-	HP1BP3	21113316	21114816
chr1	21069480	21070455	+	RP5-930J4.4	21068480	21069980
chr1	21132963	21503377	-	EIF4G3	21502877	21504377
chr1	21330043	21330427	-	RPS15AP6	21329927	21331427
chr1	21400132	21400246	-	RP11-487E1.2	21399746	21401246
chr1	21487968	21488574	+	RP11-628K18.1	21486968	21488468
chr1	21543740	21671997	-	ECE1	21671497	21672997
chr1	21592575	21593744	+	RP3-329E20.2	21591575	21593075
chr1	21619783	21626267	+	RP5-1071N3.1	21618783	21620283
chr1	21724480	21724855	+	PPP1R11P1	21723480	21724980
chr1	21737953	21739786	-	RP11-293F5.8	21739286	21740786
chr1	21742391	21743985	+	RP11-293F5.1	21741391	21742891
chr1	21751118	21754460	-	NBPF2P	21753960	21755460
chr1	21754796	21756030	+	HS6ST1P1	21753796	21755296
chr1	21760811	21764051	+	CROCCP5	21759811	21761311
chr1	21766621	21811498	+	NBPF3	21765621	21767121
chr1	21786249	21786575	-	PFN1P10	21786075	21787575
chr1	21835858	21904905	+	ALPL	21834858	21836358
chr1	21912965	21917680	+	RP11-63N8.3	21911965	21913465
chr1	21922708	21995801	-	RAP1GAP	21995301	21996801
chr1	22004791	22110099	-	USP48	22109599	22111099
chr1	22094762	22095068	+	RP11-132G19.3	22093762	22095262
chr1	22138758	22151714	+	LDLRAD2	22137758	22139258
chr1	22148738	22263790	-	HSPG2	22263290	22264790
chr1	22234591	22235073	+	RP11-26H16.1	22233591	22235091
chr1	22303514	22325135	+	CELA3B	22302514	22304014
chr1	22328149	22339032	+	CELA3A	22327149	22328649
chr1	22350487	22351461	-	RP1-224A6.3	22350961	22352461
chr1	22351681	22357716	+	LINC00339	22350681	22352181
chr1	22379120	22419437	+	CDC42	22378120	22379620
chr1	22385690	22390692	+	CDC42-IT1	22384690	22386190
chr1	22394833	22395320	-	RP1-224A6.8	22394820	22396320
chr1	22427106	22427853	+	RP1-224A6.9	22426106	22427606
chr1	22443798	22470462	-	WNT4	22469962	22471462
chr1	22649333	22649824	-	RP11-415K20.1	22649324	22650824
chr1	22778344	22857650	+	ZBTB40	22777344	22778844
chr1	22843967	22846201	+	ZBTB40-IT1	22842967	22844467
chr1	22890057	22930087	+	EPHA8	22889057	22890557
chr1	22962999	22966101	+	C1QA	22961999	22963499
chr1	22970123	22974603	+	C1QC	22969123	22970623
chr1	22979255	22988031	+	C1QB	22978255	22979755
chr1	23037332	23241818	+	EPHB2	23036332	23037832
chr1	23162206	23163342	-	RP11-69E9.1	23162842	23164342
chr1	23243175	23247993	+	RP1-74M1.3	23242175	23243675
chr1	23279536	23291831	-	LACTBL1	23291331	23292831
chr1	23337327	23342343	-	C1orf234	23341843	23343343
chr1	23345941	23410182	+	KDM1A	23344941	23346441
chr1	23346640	23414551	-	RP1-184J9.2	23414051	23415551
chr1	23410516	23504301	-	LUZP1	23503801	23505301
chr1	23466818	23467635	+	RP5-979D14.1	23465818	23467318
chr1	23516993	23521222	-	HTR1D	23520722	23522222
chr1	23571258	23571717	+	RP5-1057J7.1	23570258	23571758
chr1	23607802	23613245	-	RP5-1057J7.6	23612745	23614245
chr1	23630264	23670829	-	HNRNPR	23670329	23671829
chr1	23685941	23695935	-	ZNF436	23695435	23696935
chr1	23695490	23698332	+	C1orf213	23694490	23695990
chr1	23704873	23705522	-	RP5-1057J7.7	23705022	23706522
chr1	23707554	23751233	-	TCEA3	23750733	23752233
chr1	23737325	23738639	+	RP4-654C18.1	23736325	23737825
chr1	23755056	23811061	-	ASAP3	23810561	23812061
chr1	23832922	23857712	-	E2F2	23857212	23858712
chr1	23875630	23877406	-	RP1-150O5.3	23876906	23878406
chr1	23884409	23886285	-	ID3	23885785	23887285
chr1	23907985	23967058	+	MDS2	23906985	23908485
chr1	23996784	24006749	+	RP11-223J15.2	23995784	23997284
chr1	24018269	24022915	+	RPL11	24017269	24018769
chr1	24032291	24033424	-	RP5-886K2.1	24032924	24034424
chr1	24069645	24088549	+	TCEB3	24068645	24070145
chr1	24086872	24104777	-	RP5-886K2.3	24104277	24105777
chr1	24104895	24114722	+	PITHD1	24103895	24105395
chr1	24117460	24122029	+	LYPLA2	24116460	24117960
chr1	24122089	24127271	-	GALE	24126771	24128271
chr1	24128375	24165110	-	HMGCL	24164610	24166110
chr1	24171567	24194784	-	FUCA1	24194284	24195784
chr1	24197016	24285549	-	CNR2	24285049	24286549
chr1	24227961	24229227	-	RP11-4M23.2	24228727	24230227
chr1	24233601	24234375	+	RP11-4M23.3	24232601	24234101
chr1	24275506	24275873	-	RP11-4M23.4	24275373	24276873
chr1	24285599	24289952	+	PNRC2	24284599	24286099
chr1	24291294	24307417	-	SRSF10	24306917	24308417
chr1	24334371	24335009	-	RP11-4M23.7	24334509	24336009
chr1	24367325	24413289	+	RP11-293P20.2	24366325	24367825
chr1	24382525	24438665	-	MYOM3	24438165	24439665
chr1	24393264	24410055	+	RP11-293P20.4	24392264	24393764
chr1	24446261	24469611	-	IL22RA1	24469111	24470611
chr1	24480647	24514449	-	IFNLR1	24513949	24515449
chr1	24526730	24538183	+	RP11-10N16.2	24525730	24527230
chr1	24634046	24648391	-	RP11-10N16.3	24647891	24649391
chr1	24645812	24690972	+	GRHL3	24644812	24646312
chr1	24683489	24743424	-	STPG1	24742924	24744424
chr1	24742284	24799466	+	NIPAL3	24741284	24742784
chr1	24829387	24867530	+	RCAN3	24828387	24829887
chr1	24865292	24882515	-	RP4-594I10.3	24882015	24883515
chr1	24882602	24935819	+	NCMAP	24881602	24883102
chr1	24890118	24890465	+	RP11-496D1.2	24889118	24890618
chr1	24958207	24999758	+	SRRM1	24957207	24958707
chr1	25071848	25170815	+	CLIC4	25070848	25072348
chr1	25226002	25291612	-	RUNX3	25291112	25292612
chr1	25287836	25289588	+	RP11-84D1.1	25286836	25288336
chr1	25294914	25297356	-	RP11-84D1.2	25296856	25298356
chr1	25370198	25439611	-	RP4-799D16.1	25439111	25440611
chr1	25451544	25451945	-	RP4-781L3.1	25451445	25452945
chr1	25534630	25535360	+	RP4-706G24.1	25533630	25535130
chr1	25549170	25558993	-	SYF2	25558493	25559993
chr1	25568728	25664704	-	C1orf63	25664204	25665704
chr1	25574328	25574812	+	RP3-465N24.6	25573328	25574828
chr1	25592593	25593627	-	RP3-465N24.5	25593127	25594627
chr1	25598884	25656936	+	RHD	25597884	25599384
chr1	25620655	25621134	-	SDHDP6	25620634	25622134
chr1	25662920	25663956	-	RP11-335G20.7	25663456	25664956
chr1	25664408	25688852	+	TMEM50A	25663408	25664908
chr1	25688740	25756683	-	RHCE	25756183	25757683
chr1	25725203	25725771	+	RP3-469D22.1	25724203	25725703
chr1	25757388	25826700	+	TMEM57	25756388	25757888
chr1	25870071	25895377	+	LDLRAP1	25869071	25870571
chr1	25907969	25916847	+	RP11-70P17.1	25906969	25908469
chr1	25943959	26112698	+	MAN1C1	25942959	25944459
chr1	25971035	25985602	-	RP1-187B23.1	25985102	25986602
chr1	26126667	26144713	+	SEPN1	26125667	26127167
chr1	26137961	26150235	+	RP1-317E23.6	26136961	26138461
chr1	26143240	26146263	-	RP1-317E23.3	26145763	26147263
chr1	26145131	26159432	+	MTFR1L	26144131	26145631
chr1	26158404	26158625	-	RP1-317E23.7	26158125	26159625
chr1	26158414	26185903	-	AUNIP	26185403	26186903
chr1	26186104	26189911	+	RP1-125I3.2	26185104	26186604
chr1	26187701	26197744	-	PAQR7	26197244	26198744
chr1	26210672	26233482	-	STMN1	26232982	26234482
chr1	26213851	26214101	+	SNRPFP2	26212851	26214351
chr1	26215461	26215600	+	RP1-125I3.4	26214461	26215961
chr1	26286258	26324648	-	PAFAH2	26324148	26325648
chr1	26346375	26362955	+	EXTL1	26345375	26346875
chr1	26363743	26372624	-	SLC30A2	26372124	26373624
chr1	26377795	26394927	-	TRIM63	26394427	26395927
chr1	26437664	26452034	+	PDIK1L	26436664	26438164
chr1	26485511	26489119	+	FAM110D	26484511	26486011
chr1	26496362	26498551	+	ZNF593	26495362	26496862
chr1	26496438	26498312	-	RP11-96L14.7	26497812	26499312
chr1	26503894	26516377	+	CNKSR1	26502894	26504394
chr1	26517052	26529459	+	CATSPER4	26516052	26517552
chr1	26536232	26556331	+	RP11-231P20.2	26535232	26536732
chr1	26560691	26605299	+	CEP85	26559691	26561191
chr1	26589532	26589889	-	RP11-231P20.5	26589389	26590889
chr1	26605667	26608007	+	SH3BGRL3	26604667	26606167
chr1	26607819	26644854	-	UBXN11	26644354	26645854
chr1	26644448	26647014	+	CD52	26643448	26644948
chr1	26648350	26680621	-	AIM1L	26680121	26681621
chr1	26653179	26653524	+	RP11-569G9.7	26652179	26653679
chr1	26688125	26701013	-	ZNF683	26700513	26702013
chr1	26737269	26756213	+	LIN28A	26736269	26737769
chr1	26758773	26797785	+	DHDDS	26757773	26759273
chr1	26781144	26781678	-	RP3-476K8.4	26781178	26782678
chr1	26789247	26793773	-	RP3-476K8.3	26793273	26794773
chr1	26798941	26802463	+	HMGN2	26797941	26799441
chr1	26845845	26846741	-	DPPA2P2	26846241	26847741
chr1	26856252	26901521	+	RPS6KA1	26855252	26856752
chr1	26966868	26967105	-	RP11-492M19.3	26966605	26968105
chr1	26973938	26974172	+	RP4-785J1.1	26972938	26974438
chr1	27018623	27020622	-	RP5-968P14.2	27020122	27021622
chr1	27022524	27108595	+	ARID1A	27021524	27023024
chr1	27113963	27124889	+	PIGV	27112963	27114463
chr1	27153201	27184093	+	ZDHHC18	27152201	27153701
chr1	27189633	27190947	+	SFN	27188633	27190133
chr1	27202624	27204736	+	RP1-50O24.6	27201624	27203124
chr1	27202624	27216788	-	GPN2	27216288	27217788
chr1	27216979	27226957	-	GPATCH3	27226457	27227957
chr1	27226729	27273353	+	NUDC	27225729	27227229
chr1	27237980	27240457	-	NR0B2	27239957	27241457
chr1	27276053	27286897	-	C1orf172	27286397	27287897
chr1	27306656	27307466	+	RP11-344H11.4	27305656	27307156
chr1	27310119	27310515	+	RP11-344H11.5	27309119	27310619
chr1	27312388	27312831	-	OSTCP2	27312331	27313831
chr1	27320198	27327389	+	TRNP1	27319198	27320698
chr1	27331511	27339327	-	FAM46B	27338827	27340327
chr1	27425306	27493472	-	SLC9A1	27492972	27494472
chr1	27503242	27503768	+	RP11-40H20.5	27502242	27503742
chr1	27527325	27527964	-	CHCHD3P3	27527464	27528964
chr1	27533421	27534287	+	NPM1P39	27532421	27533921
chr1	27537756	27537975	+	SNRPEP7	27536756	27538256
chr1	27555597	27560843	-	RP11-40H20.4	27560343	27561843
chr1	27561007	27635110	+	WDTC1	27560007	27561507
chr1	27637731	27638329	+	RP11-4K3__A.3	27636731	27638231
chr1	27648651	27662891	+	TMEM222	27647651	27649151
chr1	27651820	27652287	+	RP11-4K3__A.5	27650820	27652320
chr1	27668513	27680421	+	SYTL1	27667513	27669013
chr1	27681675	27693383	-	MAP3K6	27692883	27694383
chr1	27695603	27701315	-	FCN3	27700815	27702315
chr1	27705666	27709870	-	CD164L2	27709370	27710870
chr1	27715972	27716649	+	RP1-144C9.2	27714972	27716472
chr1	27719148	27722318	+	GPR3	27718148	27719648
chr1	27730730	27816669	-	WASF2	27816169	27817669
chr1	27783709	27786093	+	RP4-752I6.1	27782709	27784209
chr1	27852316	27857072	+	RP1-159A19.4	27851316	27852816
chr1	27860546	27930942	-	AHDC1	27930442	27931942
chr1	27938575	27961788	-	FGR	27961288	27962788
chr1	27975930	27976121	+	RP1-159A19.3	27974930	27976430
chr1	27986839	27989233	-	RP11-288L9.1	27988733	27990233
chr1	27992572	27998729	-	IFI6	27998229	27999729
chr1	27995979	27996787	+	RP11-288L9.4	27994979	27996479
chr1	28013321	28013982	-	CHMP1AP1	28013482	28014982
chr1	28052490	28089633	+	FAM76A	28051490	28052990
chr1	28065602	28065950	+	RP3-426I6.2	28064602	28066102
chr1	28066465	28067140	+	RPEP3	28065465	28066965
chr1	28099694	28150963	+	STX12	28098694	28100194
chr1	28100369	28100552	+	RP3-426I6.5	28099369	28100869
chr1	28146494	28146852	+	RP3-426I6.6	28145494	28146994
chr1	28157289	28178187	+	PPP1R8	28156289	28157789
chr1	28199055	28213196	+	THEMIS2	28198055	28199555
chr1	28218035	28241257	-	RPA2	28240757	28242257
chr1	28261504	28285668	+	SMPDL3B	28260504	28262004
chr1	28265386	28286704	-	RP11-460I13.2	28286204	28287704
chr1	28285973	28294607	+	XKR8	28284973	28286473
chr1	28296855	28415207	-	EYA3	28414707	28416207
chr1	28316669	28317035	-	RP11-460I13.6	28316535	28318035
chr1	28421582	28422933	-	SPCS2P4	28422433	28423933
chr1	28436250	28436809	+	RP5-1053E7.2	28435250	28436750
chr1	28446960	28447832	-	RP5-1053E7.3	28447332	28448832
chr1	28473677	28520447	-	PTAFR	28519947	28521447
chr1	28525967	28559536	-	DNAJC8	28559036	28560536
chr1	28562620	28573417	+	ATPIF1	28561620	28563120
chr1	28566020	28567964	-	RP5-1092A3.4	28567464	28568964
chr1	28573655	28574079	+	RP5-1092A3.5	28572655	28574155
chr1	28586038	28609002	+	SESN2	28585038	28586538
chr1	28655513	28662476	+	MED18	28654513	28656013
chr1	28696114	28826881	+	PHACTR4	28695114	28696614
chr1	28780052	28780445	+	RP1-308E4.1	28779052	28780552
chr1	28832455	28865812	+	RCC1	28831455	28832955
chr1	28832492	28837404	+	SNHG3	28831492	28832992
chr1	28852830	28853739	-	PRDX3P2	28853239	28854739
chr1	28879597	28905051	+	TRNAU1AP	28878597	28880097
chr1	28905050	28909495	-	SNHG12	28908995	28910495
chr1	28915835	28969597	-	TAF12	28969097	28970597
chr1	28918712	28921955	+	RAB42	28917712	28919212
chr1	28969740	28975093	+	RP11-442N24__B.1	28968740	28970240
chr1	28975112	28975245	+	RNU11	28974112	28975612
chr1	28995244	29045865	+	GMEB1	28994244	28995744
chr1	29063133	29096287	+	YTHDF2	29062133	29063633
chr1	29138654	29190208	+	OPRD1	29137654	29139154
chr1	29194087	29197779	+	RP1-212P9.2	29193087	29194587
chr1	29196995	29203848	-	RP1-212P9.3	29203348	29204848
chr1	29213603	29446553	+	EPB41	29212603	29214103
chr1	29308790	29309120	-	RP4-604A21.1	29308620	29310120
chr1	29445940	29450447	-	TMEM200B	29449947	29451447
chr1	29471006	29473506	-	RP11-242O24.3	29473006	29474506
chr1	29474255	29508499	-	SRSF4	29507999	29509499
chr1	29479001	29479503	+	RP11-242O24.5	29478001	29479501
chr1	29519385	29557454	-	MECR	29556954	29558454
chr1	29550445	29551328	+	RP11-467D18.2	29549445	29550945
chr1	29563028	29653325	+	PTPRU	29562028	29563528
chr1	29656132	29676626	-	RP3-437I16.1	29676126	29677626
chr1	29814705	29823405	-	RP11-810H18.1	29822905	29824405
chr1	30181698	30182394	-	RP4-656G21.1	30181894	30183394
chr1	30377712	30378204	-	RP11-179G8.1	30377704	30379204
chr1	30486799	30510459	-	RP11-111I12.1	30509959	30511459
chr1	30613110	30614454	+	RP5-893G23.1	30612110	30613610
chr1	30699370	30699462	+	RP3-357I16.1	30698370	30699870
chr1	30882407	30884485	-	RP4-591L5.1	30883985	30885485
chr1	30888672	30893955	+	RP4-591L5.2	30887672	30889172
chr1	31184124	31196434	-	MATN1	31195934	31197434
chr1	31191351	31199674	+	MATN1-AS1	31190351	31191851
chr1	31205316	31230667	-	LAPTM5	31230167	31231667
chr1	31283225	31288400	-	RP5-1125N11.1	31287900	31289400
chr1	31297075	31307131	+	RP1-65J11.1	31296075	31297575
chr1	31331005	31333101	+	RP1-65J11.5	31330005	31331505
chr1	31342314	31381608	-	SDC3	31381108	31382608
chr1	31404353	31538838	-	PUM1	31538338	31539838
chr1	31509581	31510087	+	RP11-201O14.1	31508581	31510081
chr1	31523719	31523881	+	RP11-201O14.2	31522719	31524219
chr1	31567834	31568405	-	SEPW1P	31567905	31569405
chr1	31581035	31581470	-	RP11-490K7.1	31580970	31582470
chr1	31652592	31712401	-	NKAIN1	31711901	31713401
chr1	31732417	31769662	-	SNRNP40	31769162	31770662
chr1	31736092	31736528	-	RP11-490K7.4	31736028	31737528
chr1	31769842	31837783	+	ZCCHC17	31768842	31770342
chr1	31805914	31819646	-	RP11-266K22.2	31819146	31820646
chr1	31838472	31849697	-	FABP3	31849197	31850697
chr1	31882412	31907525	+	SERINC2	31881412	31882912
chr1	31960436	31961777	-	RP11-439L8.2	31961277	31962777
chr1	31971841	31974167	+	RP11-439L8.3	31970841	31972341
chr1	31984036	31989846	+	RP11-439L8.4	31983036	31984536
chr1	32037186	32041174	-	RP11-73M7.1	32040674	32042174
chr1	32042116	32053288	+	TINAGL1	32041116	32042616
chr1	32083287	32098119	+	HCRTR1	32082287	32083787
chr1	32095463	32110497	-	PEF1	32109997	32111497
chr1	32109650	32125539	+	RP11-73M7.6	32108650	32110150
chr1	32110295	32114972	+	RP11-73M7.9	32109295	32110795
chr1	32117848	32169920	-	COL16A1	32169420	32170920
chr1	32192718	32230494	-	BAI2	32229994	32231494
chr1	32254731	32256923	+	RP11-84A19.3	32253731	32255231
chr1	32256023	32281652	-	SPOCD1	32281152	32282652
chr1	32307620	32321169	-	RP11-84A19.2	32320669	32322169
chr1	32317514	32387442	-	RP11-84A19.4	32386942	32388442
chr1	32372022	32410457	-	PTP4A2	32409957	32411457
chr1	32398621	32399576	+	RP4-534N18.2	32397621	32399121
chr1	32479430	32526451	+	KHDRBS1	32478430	32479930
chr1	32517892	32539075	-	RP11-277A4.4	32538575	32540075
chr1	32537632	32568467	+	TMEM39B	32536632	32538132
chr1	32573639	32642169	+	KPNA6	32572639	32574139
chr1	32636334	32642169	+	RP4-622L5.2	32635334	32636834
chr1	32645287	32663886	+	TXLNA	32644287	32645787
chr1	32665987	32670988	+	CCDC28B	32664987	32666487
chr1	32670370	32672415	-	RP4-622L5.7	32671915	32673415
chr1	32671236	32674288	+	IQCC	32670236	32671736
chr1	32674695	32681797	+	DCDC2B	32673695	32675195
chr1	32680073	32687972	-	TMEM234	32687472	32688972
chr1	32687529	32697205	+	EIF3I	32686529	32688029
chr1	32697259	32707221	-	MTMR9LP	32706721	32708221
chr1	32712834	32714457	+	FAM167B	32711834	32713334
chr1	32716840	32751766	+	LCK	32715840	32717340
chr1	32757687	32799236	+	HDAC1	32756687	32758187
chr1	32799433	32801980	-	MARCKSL1	32801480	32802980
chr1	32814795	32816264	-	RP4-811H24.9	32815764	32817264
chr1	32817122	32829913	+	TSSK3	32816122	32817622
chr1	32826871	32829879	-	FAM229A	32829379	32830879
chr1	32830704	32860332	-	BSDC1	32859832	32861332
chr1	32867710	32868716	-	GAPDHP20	32868216	32869716
chr1	32887580	32887920	+	RP11-395N6.4	32886580	32888080
chr1	32888815	32892390	-	LRRC37A12P	32891890	32893390
chr1	32930658	33066393	+	RP1-27O5.3	32929658	32931158
chr1	32930670	32962287	+	ZBTB8B	32929670	32931170
chr1	33005028	33071540	+	ZBTB8A	33004028	33005528
chr1	33065773	33116504	-	ZBTB8OS	33116004	33117504
chr1	33116743	33151812	+	RBBP4	33115743	33117243
chr1	33145507	33169197	-	SYNC	33168697	33170197
chr1	33183335	33190838	-	RP11-114B7.6	33190338	33191838
chr1	33207486	33240571	+	KIAA1522	33206486	33207986
chr1	33240840	33283754	-	YARS	33283254	33284754
chr1	33282368	33324476	+	S100PBP	33281368	33282868
chr1	33327869	33338083	-	FNDC5	33337583	33339083
